S1 Distance from wall,S2 Distance from wall
13.7522,12.2548
45.7496,12.8904
49.5615,21.2038
43.1472,46.5839
48.1565,35.824
49.8586,34.4638
47.3477,17.0155
32.2266,17.59
10.1455,33.0952
35.7882,43.294
19.4855,33.2596
29.7686,23.6268
35.7973,45.8246
49.2171,7.74301
6.49666,29.6803
48.1328,15.2489
36.9351,43.8823
23.1393,36.4966
15.0861,16.2865
33.0805,13.2426
47.1105,32.9391
42.7064,44.4581
44.9545,24.933
12.0482,5.10006
8.02821,42.8363
43.3941,22.5137
26.096,23.1627
41.1405,11.8932
18.9872,40.3577
14.6363,20.4839
20.0379,12.769
30.7328,6.97298
6.65133,48.872
38.4696,16.7374
15.1585,21.55
24.98,12.269
49.4891,17.6864
6.72716,44.4436
37.6194,13.7753
44.5437,40.6476
6.61168,37.9378
13.1613,27.7076
11.1004,49.3019
34.6009,25.0876
39.6595,44.2371
40.5715,9.69745
7.00616,21.3043
11.6704,8.65749
20.1763,45.14
20.3949,30.3349
16.69,40.3749
37.6039,16.179
8.06133,39.331
10.6227,40.6807
48.1064,5.16633
31.3283,49.7181
38.1041,39.4897
27.4257,44.2045
38.7916,12.0266
19.2922,28.4511
6.26375,9.86368
33.1485,8.26991
26.1679,39.819
11.9274,41.3443
34.9589,27.3223
21.6791,46.6489
17.6972,9.28301
12.828,20.7585
43.6141,18.4506
11.4393,41.7204
18.617,37.7676
41.4385,6.72106
27.2573,18.8642
45.9256,16.0488
25.8908,15.2177
39.4999,27.1545
20.0814,22.6485
30.4245,41.2494
12.4674,37.3519
32.5936,42.4264
14.6742,49.2728
39.0753,27.3714
8.55577,46.9033
43.1299,47.1698
15.3539,49.5692
38.8903,28.9708
37.3368,30.3287
30.6919,14.5941
44.1929,26.6175
25.6429,20.0837
36.8352,15.1429
42.2383,6.91663
32.7913,22.6627
43.166,40.2588
10.0146,25.7596
32.6851,19.6888
25.0324,21.7604
42.0602,28.5882
18.6637,35.1901
25.758,29.0175
34.7593,14.6482
7.98839,22.0961
39.977,33.6803
31.6902,34.1699
10.2978,7.33317
49.2536,42.133
17.476,41.4919
44.0496,45.2674
14.1547,37.2156
35.5261,19.1693
12.9752,18.2113
33.8581,33.0076
34.9717,25.9182
11.5957,48.6354
11.1083,32.3537
27.6529,40.8676
42.0019,30.6413
12.9638,31.9789
14.3216,39.654
16.1488,19.6193
41.9872,15.4024
11.7523,9.46323
6.89438,5.80189
49.7306,16.049
38.0175,35.2567
30.2183,45.9927
48.468,14.0764
29.0003,33.4397
34.9946,35.596
32.0751,41.103
17.9497,9.72797
31.9706,9.95162
35.3693,39.9344
36.9305,44.6908
29.5884,48.0793
14.3102,21.5756
13.4818,21.0625
26.0388,15.3761
21.8644,25.7694
26.4252,9.88184
11.0262,6.64353
5.87452,9.49421
15.7199,29.8748
37.9339,45.7145
15.4708,20.009
36.8175,28.4205
24.7369,18.7881
33.3721,10.1062
8.72251,20.3026
49.7971,33.3109
18.3819,14.1072
49.8865,26.8637
30.1697,25.9254
37.2398,47.0341
46.6948,13.665
6.91592,7.72101
15.3086,7.79044
12.2152,26.0285
32.6652,45.1491
21.743,43.136
15.1581,8.56055
21.5564,34.8951
22.3487,49.9285
40.0013,26.0712
20.2311,39.7983
9.3821,33.6131
48.9056,9.26863
10.4768,29.0753
30.194,42.7166
26.1094,26.8888
6.38164,28.0253
29.6098,16.6902
30.8157,36.825
37.7187,13.4809
31.9742,9.46175
6.61691,42.1323
13.0223,23.1734
27.0273,30.371
23.1019,17.0286
6.44216,38.333
6.82694,10.8243
21.9461,5.73251
15.0929,27.4228
29.8078,40.2869
20.1394,5.91716
17.1757,21.521
28.9424,41.7855
33.2113,9.75817
28.6105,20.93
18.2391,10.5847
25.3917,19.856
47.7169,33.414
38.0294,24.7443
13.785,11.1313
36.7729,15.2272
44.4643,38.5998
21.0514,16.4103
39.3323,31.1443
38.8331,19.1401
21.4312,8.97254
20.0573,33.6069
25.4936,43.9997
25.3924,8.70485
48.7579,49.0029
24.6348,16.997
9.58753,45.0265
31.853,7.30446
28.4406,19.8824
27.0487,37.2256
26.0136,13.8216
47.4528,20.4779
47.4214,18.5042
31.8882,36.7537
44.6485,20.7213
5.89379,16.0797
24.6939,20.9511
44.6866,45.1875
14.9508,20.0789
48.8923,13.7086
19.0818,23.5271
25.7056,23.6693
18.5537,7.55861
25.9738,41.9943
22.441,48.0225
29.2198,43.4546
11.8441,26.6726
13.9325,9.26544
40.1768,40.8207
41.0191,34.8253
11.542,41.9129
45.905,31.2359
12.864,40.5916
26.4234,22.8147
10.6705,25.3157
31.5234,24.7523
43.8428,7.22899
43.4216,12.3965
9.7876,19.3954
49.3908,27.2286
17.4179,28.6106
20.6832,24.2619
5.2832,29.6157
28.5274,40.46
20.4364,19.5465
25.2853,26.9784
11.4594,21.1903
8.21427,19.3234
11.7818,29.6376
37.1381,17.4523
49.9533,18.6615
37.2046,43.7961
20.8905,30.6262
6.1926,25.6781
45.0216,5.58335
47.9067,12.4394
29.1939,18.5899
31.7014,29.4771
43.2055,10.2287
19.9371,13.6419
24.7752,40.2224
35.6203,31.2346
11.4127,38.8345
45.558,18.1946
18.4721,32.6962
30.6469,18.4254
46.3576,17.8515
12.2215,17.2481
43.4777,13.4141
37.9262,38.4993
13.9975,35.8329
45.9388,38.1914
49.4227,27.6401
17.6686,42.6283
32.8689,32.6057
6.27015,7.64408
22.8282,36.8904
33.8787,29.2409
25.7249,29.4367
42.4354,39.1971
12.1329,23.0823
7.62254,8.49053
35.9338,14.8441
20.7387,29.4116
23.2582,8.66487
17.9109,32.2557
39.4978,13.8497
20.4472,38.9205
36.4898,33.1158
31.5488,19.3586
15.7215,32.8189
22.0027,33.5497
19.7093,5.88142
12.7906,40.4343
30.3182,5.22601
29.6314,37.451
23.3083,32.2539
40.9416,9.24218
42.098,11.6802
33.6538,15.3562
15.3451,46.5646
42.612,49.8428
10.4143,13.0591
38.7633,41.9041
41.1749,20.3121
11.2627,6.89645
48.131,28.2654
35.4461,17.8404
29.1468,43.2367
8.27464,9.465
43.4627,32.906
41.916,16.7711
15.1599,32.8576
21.0132,7.25793
39.5378,49.667
17.6142,49.8829
46.2316,10.2261
49.7258,6.64592
18.2853,38.4891
43.55,9.46021
8.80122,49.8127
11.3567,6.93224
28.0781,41.8028
19.7726,7.22497
35.0395,23.0473
11.69,28.5022
5.95327,48.606
40.2733,16.1132
31.4636,11.2865
18.3711,21.0014
10.9535,30.9853
20.8843,7.18514
36.2114,20.6101
8.83106,49.4967
9.09918,47.3811
8.95691,12.9004
47.1938,15.3136
14.8326,25.2719
7.11634,29.6052
27.4969,37.1558
47.6525,34.1868
15.6581,48.6058
32.7928,5.93134
14.719,14.2564
12.2179,28.0901
30.2578,18.1714
9.07538,46.1422
20.3565,40.2868
16.7522,24.1876
39.7835,20.8514
21.5686,43.7404
28.7518,18.7624
9.05397,38.5844
39.0343,11.1703
18.1897,16.5311
43.3261,15.8422
45.718,8.98421
14.448,28.5108
9.91554,24.1669
37.7673,17.1334
47.257,18.0251
30.3048,6.33242
14.1673,45.6613
41.6192,25.9195
19.8488,31.4027
41.7709,36.4174
25.1431,20.5228
5.17982,29.1971
9.10721,39.2141
35.3674,22.2969
5.74523,28.6936
33.1391,46.4632
32.6778,42.5871
24.974,37.5933
16.754,12.7413
49.7267,14.011
25.7664,30.0315
15.3435,34.9337
25.6927,6.96269
10.8532,40.5416
33.3654,47.6242
26.959,8.50857
18.1469,27.1388
32.7057,22.2541
16.3529,18.0731
39.551,17.0981
41.7667,22.6901
13.5614,24.4445
15.2772,33.5354
12.0378,27.0312
41.2767,11.7645
36.0423,17.0431
36.796,46.3858
46.9768,12.4887
48.3484,7.83002
48.0303,31.7139
5.45419,24.9893
35.2224,18.6011
47.1281,17.9281
35.8552,13.481
31.0012,25.4063
25.5792,22.7679
43.0964,34.1405
42.2124,8.37365
17.6759,49.2501
30.4049,8.95258
11.0146,16.4472
20.9957,42.8106
12.8329,17.9725
5.29935,11.1814
20.8025,48.3296
37.8953,21.2567
23.3189,23.1177
34.8578,20.447
36.0458,20.7131
28.9281,17.047
41.1193,49.5072
34.8149,34.2158
33.6477,27.0273
37.5894,46.3236
26.2774,17.9943
5.2762,32.2921
29.4415,21.2719
25.1027,37.2744
34.2444,25.402
43.4558,5.04688
23.7317,31.351
21.3036,42.0506
49.4687,6.16139
12.4976,35.5146
21.8744,36.4257
47.5616,12.9938
35.9329,32.3765
42.2095,19.5806
9.40383,29.7989
15.9043,30.6813
42.7932,16.1805
12.9733,22.2347
32.4523,33.076
9.50912,16.6967
8.47802,47.9649
16.7436,27.2097
29.316,33.0471
19.2603,28.7847
34.2085,26.7579
14.2993,6.08298
13.1836,11.8609
14.0768,44.1166
39.2374,6.28628
13.6972,43.6412
31.0852,24.6014
24.3225,23.8785
35.7819,32.2958
41.1132,18.2342
15.3718,45.6223
29.9309,18.8498
43.5872,41.6745
41.0595,22.9032
24.7217,10.3198
46.6879,8.9302
32.0777,10.9871
10.0132,40.2613
17.848,19.0899
34.3779,7.08539
20.3762,43.0751
45.7266,46.4614
17.6765,20.0491
20.3399,48.4584
47.3449,11.4531
16.6927,12.7167
7.07536,41.6236
26.5665,45.6626
33.2981,17.626
18.5657,8.01978
22.9458,15.2536
11.95,5.02351
21.2407,16.9632
40.2849,34.0887
31.0531,24.6628
36.1741,46.4293
17.7378,31.9007
42.8908,30.4144
46.9498,13.2307
28.8728,44.2947
19.6837,40.5655
7.01145,21.7591
32.1891,28.578
17.4216,15.4872
41.204,30.9874
18.507,14.1498
41.2409,25.4569
14.1733,12.4816
37.4201,49.4581
41.5703,18.4732
24.1209,27.7444
14.9025,36.8587
9.64508,7.79329
17.2731,6.5949
16.024,41.1459
45.8896,30.7077
31.7114,47.9011
47.4668,13.9004
26.479,14.8884
24.3876,17.683
40.8758,37.8946
26.8328,32.1167
13.3515,36.0061
39.5984,45.7716
35.4642,31.1687
14.2448,9.58508
8.91304,24.1474
41.4438,13.5581
26.9406,8.71692
15.153,37.9646
44.8628,11.0427
18.6723,26.5742
8.94376,16.1391
35.4746,30.4228
26.0275,9.86227
43.1058,16.9033
42.7568,19.9386
44.0201,6.10836
5.94468,33.6184
46.88,36.4089
14.7871,11.1248
40.994,18.7001
30.2722,32.4378
27.2582,7.2128
36.1547,37.4113
40.1774,31.0175
43.4539,8.8497
7.59172,47.3977
19.9888,38.0664
27.8205,41.0163
42.9286,20.9263
7.91962,35.6855
35.865,46.9397
36.7938,36.8096
30.5581,33.6738
23.2185,40.3451
39.7986,14.2125
9.04526,20.0708
41.6502,31.3035
22.2836,27.8049
18.7148,12.461
8.82245,12.1687
16.3107,11.4142
9.5664,31.2995
44.4805,32.3869
22.3158,37.4092
48.3132,25.2354
23.0946,34.1782
22.1751,9.88848
20.9878,47.7331
38.5623,39.2064
38.0783,28.3609
48.4188,42.1235
43.4317,40.0691
23.427,15.7153
17.874,37.1418
23.1763,21.6965
44.3105,34.487
28.1106,48.8769
15.7864,22.5912
31.2638,33.1022
10.0003,29.577
8.33758,28.095
13.7552,25.5126
32.9835,29.7431
23.2458,21.5458
18.9494,11.324
44.9067,17.3683
48.4476,38.3384
7.43734,21.8746
49.0537,20.3113
9.01639,22.23
37.0078,48.3269
6.71698,15.1184
47.2038,17.5034
32.7096,28.4675
45.6056,37.71
8.04457,48.9432
15.8049,16.7998
24.4558,43.7884
41.5429,42.7016
15.3342,10.4923
49.0256,10.2409
22.8606,47.4732
43.5793,25.2979
19.3478,42.633
40.6093,23.3642
14.863,27.6171
21.6911,16.58
37.7355,18.8948
29.0834,20.4452
42.3624,24.689
8.15512,45.407
23.6322,18.9601
12.2068,43.088
12.7485,48.7497
35.7896,23.0827
9.24199,34.8153
28.3236,27.1026
32.2885,21.9029
47.4005,46.6363
14.5359,38.0098
20.0005,24.399
15.6269,36.6916
35.979,48.3624
5.5864,15.0624
18.8075,42.9488
34.7515,21.9627
38.3558,8.38372
35.9227,45.5625
46.4718,43.6712
44.3122,32.2614
16.7539,48.5542
17.0767,40.0775
25.6568,44.3651
11.9803,23.0573
41.0014,21.5163
11.067,11.0019
40.9152,21.6939
42.6934,26.8942
20.0563,43.2798
36.9567,33.8638
36.2286,21.7082
5.82651,24.5844
25.0919,36.7492
20.1469,21.5637
30.4205,14.4591
48.8251,42.1743
13.0133,15.9017
32.2518,33.67
10.2669,39.2321
6.72729,46.2683
10.7484,12.7943
7.27013,46.6636
29.4882,44.9636
23.5579,44.5445
38.2434,10.5145
28.4084,24.4721
27.2227,29.2349
44.0564,47.3146
15.9841,14.2033
18.8782,41.4046
23.6624,17.7033
33.5789,31.6757
28.605,15.8307
15.3457,33.8719
5.06288,17.073
30.1401,10.8113
24.8673,32.4103
7.4749,49.3556
27.3738,26.0327
43.9001,15.6173
31.5473,22.3085
35.0893,8.76996
46.5434,29.1458
6.08453,12.5275
38.3491,19.9628
48.9321,12.0115
32.666,32.511
38.6872,11.2711
43.3418,49.033
40.1429,43.4047
16.106,20.283
49.2159,35.9733
47.6933,6.69083
35.3289,25.0671
27.7236,29.229
35.6844,9.27085
46.5375,20.7737
13.0408,43.0809
44.9195,14.1253
5.60836,33.2686
29.0881,49.5405
40.2801,11.7541
32.0515,28.9674
18.0252,25.3933
28.0003,8.16811
18.7979,39.1063
23.4512,18.0139
25.0797,21.1445
19.7047,10.4086
41.2116,42.4283
34.6376,26.896
46.6991,31.175
42.6697,9.73993
24.2559,37.5891
18.8653,24.8643
20.8577,42.9534
24.4047,11.1378
49.7075,6.45621
35.1052,17.7327
26.8495,13.1055
20.9008,40.6474
47.2119,39.352
8.66126,22.2915
10.4964,23.3659
27.7001,46.708
15.7942,12.3376
23.604,12.4933
38.5127,16.2736
17.2332,12.7686
48.8628,31.0985
32.6329,19.7205
24.0519,7.03758
25.8583,23.7594
8.49379,10.9635
36.4921,30.3433
19.069,7.39287
20.9907,16.2809
41.7448,24.6519
33.5724,47.2413
43.0179,11.2725
43.9493,8.81208
18.6101,17.5532
16.3054,7.12284
28.8269,28.5386
14.8914,27.6896
9.63715,42.5243
42.4101,28.689
44.5619,18.2684
47.4484,48.0557
24.232,33.9405
28.3989,38.301
36.3333,44.3896
49.5819,28.0782
19.0415,33.1544
25.3194,12.0594
39.4269,19.2687
15.8715,8.03701
31.8219,27.1769
10.1598,10.6488
5.71553,20.0513
33.3384,10.3527
12.5756,25.7485
34.0417,7.13745
39.017,31.4901
5.19311,13.2489
15.4305,28.5921
46.5499,46.7639
22.9817,46.1319
24.842,37.0232
29.2862,45.1615
44.0826,18.7131
14.4302,9.95411
21.7501,41.2521
32.131,26.9099
46.9008,32.8465
41.9612,30.2392
38.1992,49.5368
5.98778,22.2409
6.67424,40.0048
48.731,6.86735
48.2537,14.1615
30.4594,44.8037
10.9254,48.4411
40.9355,30.7674
35.4643,20.2217
25.9289,29.5469
33.9348,35.3591
34.501,5.68488
26.6111,16.632
27.5948,23.5119
44.4785,19.556
48.7512,32.6777
19.0928,49.739
49.9186,20.7671
39.7437,48.6495
22.6344,37.9974
12.8111,48.0938
32.8011,18.7364
46.5349,23.7366
44.5039,31.9991
38.9583,20.4328
11.546,22.8931
5.79183,41.047
23.578,27.4029
7.67895,46.1729
45.9149,47.1574
15.7289,44.6661
29.8351,29.8217
44.405,29.7537
45.5888,34.1488
28.4033,18.2232
22.1462,36.2143
16.317,49.9473
49.9508,12.8519
23.684,44.4546
39.851,12.6423
14.8874,46.397
30.5354,15.6793
37.444,49.1135
38.0822,40.1229
45.2863,33.9971
37.2804,11.0152
28.6632,17.1155
35.8369,23.0682
41.8692,31.4257
7.21698,20.2725
44.6489,24.3632
6.48677,10.9659
24.3105,6.43754
18.8178,42.9945
45.8922,8.66875
5.63679,10.7796
5.06574,31.1722
21.4588,37.5097
30.2857,9.54105
27.6326,25.5721
38.5381,14.913
31.5873,17.2013
27.0285,17.4242
35.2695,18.8977
43.8499,37.4865
34.1701,38.4988
11.8497,35.6569
44.4647,31.1602
37.0944,13.2825
24.1547,32.9866
16.9512,24.7915
38.7662,17.017
5.96374,10.2251
49.5267,31.2495
14.7661,27.1593
6.82153,48.3042
37.0723,33.4088
15.5055,14.1007
45.833,45.775
27.9984,39.683
33.2615,12.1685
28.1818,40.1112
42.8254,22.6465
21.2714,29.9199
30.929,40.4261
12.9065,42.8803
15.2176,46.6727
9.89725,16.1813
6.89777,9.42394
42.4308,16.6639
31.5832,44.2523
14.9681,18.6555
27.6611,25.4737
27.7563,23.4942
21.2487,5.75466
13.1771,49.5102
12.9232,36.3589
39.6214,5.74865
9.00544,10.8928
30.6685,34.9345
46.3189,38.575
27.8147,11.5365
35.2477,32.712
22.7178,37.1455
37.1359,15.1486
48.8094,18.7192
9.40089,13.7775
32.3747,32.062
34.2511,10.1309
5.55616,5.49984
10.8856,13.7333
5.01004,18.8088
45.0922,39.6314
19.5574,49.0976
45.5242,45.226
34.0321,41.8431
33.801,11.8468
48.3795,19.0487
39.5588,21.0973
6.19424,26.6947
31.2459,5.00362
40.4139,35.6468
13.7811,22.7886
17.7088,43.0323
27.9195,18.2649
43.5321,33.8051
26.9982,43.5421
47.6139,22.0904
33.1736,17.1713
21.188,28.6978
12.3973,5.22008
20.5409,41.1983
12.0669,18.9204
10.2471,46.6257
35.0177,11.4413
23.3205,16.2636
11.4449,13.7344
46.9104,20.226
31.523,14.6191
13.2583,9.44248
27.8841,6.79039
38.2476,49.8823
45.3325,35.8615
21.9727,28.5061
48.0328,38.1607
7.20388,10.4301
38.3807,22.7447
46.6284,45.4477
36.6651,6.8755
42.0734,21.6828
13.3168,15.3938
32.9464,19.7617
24.1282,29.8568
34.9878,5.65119
39.4759,43.246
10.0937,17.36
45.0364,43.3412
17.2423,40.369
29.2027,34.215
18.8751,27.2355
22.3756,21.079
32.6656,10.7564
38.8237,29.2941
6.20402,25.4888
31.1696,43.2774
42.1717,39.4864
8.67123,25.1181
9.2481,27.7995
49.9749,39.2359
28.4506,39.4508
32.4819,33.5443
6.81081,27.5184
26.8856,19.0531
17.8873,6.08827
48.268,31.7624
28.3238,20.6437
47.8413,10.9894
26.4,36.665
35.2835,27.604
12.1539,16.453
20.8814,49.3255
5.9394,24.5527
24.4436,10.1875
47.3521,24.4185
44.4234,25.8028
13.8693,26.9053
9.34708,15.6801
49.4236,31.2326
29.7332,17.311
32.3209,28.0013
44.0733,10.6447
43.6449,41.9147
16.6341,20.045
28.5797,46.9175
42.649,35.7336
13.3706,13.5305
35.0591,14.31
33.0831,9.50273
19.4975,30.4353
28.9212,13.9208
6.23802,37.7906
35.8261,10.5851
48.4707,35.2498
36.8177,28.2039
47.5607,19.1386
6.20521,41.6341
24.7833,44.8502
33.5487,36.4174
14.8951,12.1285
33.3349,7.54415
42.862,41.7055
16.0746,27.9211
6.01548,44.1577
32.4239,20.513
24.593,11.3451
29.4338,25.831
44.1357,15.2599
31.4161,42.6064
45.5097,18.2339
20.8103,43.0704
32.3725,22.0155
34.7045,7.15583
16.8657,18.2532
38.5732,26.7608
25.3816,21.9082
29.305,18.2437
13.6137,40.3796
41.1648,14.6292
34.5373,23.5887
30.1421,9.13032
29.9337,9.57592
29.9613,24.0694
19.8358,11.3775
16.6758,15.3455
24.6113,32.4861
8.41592,6.98383
49.5016,38.1204
9.13966,16.3672
6.37357,42.7129
38.128,26.7552
14.6211,17.433
39.9989,23.2347
7.81257,31.1637
32.8639,37.3499
49.7523,13.006
41.4802,29.6861
17.582,21.4415
48.7555,32.4178
27.819,15.4313
42.7633,47.4303
42.9173,46.1792
49.4142,42.4189
34.2996,8.55381
8.78616,35.6732
46.2667,41.9142
12.4284,10.8878
9.34721,47.4273
29.1225,12.1598
28.591,11.9864
44.5097,28.3433
19.9924,35.9899
8.0294,32.5744
7.43143,6.7849
14.9922,30.2504
17.2162,7.75551
27.6808,10.1335
48.9347,27.0949
47.5524,33.2344
30.6487,6.33856
18.9075,26.9154
43.2528,26.3359
32.8032,47.6
23.7632,11.9257
9.75976,47.3542
18.9121,49.2694
25.6975,33.9045
35.2593,28.7269
16.4789,37.6907
30.5118,26.4711
17.9412,42.7279
29.2266,40.6219
47.8614,28.1614
17.7169,45.4138
11.3957,43.3656
46.7524,25.3033
20.281,40.0052
46.6392,48.0842
37.6051,20.4024
10.0099,42.3649
17.7566,23.9219
41.6343,38.454
7.82646,26.8936
17.1809,19.3054
14.5844,42.6927
40.7765,27.5256
35.4206,20.0031
18.1475,33.2821
43.1645,30.8644
28.6959,49.5602
24.2299,25.4483
24.8635,39.511
15.4534,21.5027
37.5952,48.0586
36.9051,42.605
40.4235,49.6617
16.527,32.0578
38.1157,19.3534
8.95144,5.29661
33.6588,18.5358
42.9893,24.4353
41.0614,28.4099
39.4384,9.20888
11.692,32.6029
35.0732,35.3879
32.1632,9.3032
10.8362,7.02671
43.8142,21.2896
23.5294,31.4093
19.3482,10.4345
24.0143,9.77169
10.0962,35.5413
36.8295,43.2119
49.8947,40.7809
43.5085,33.5535
9.31674,36.4978
7.9888,45.3781
14.9077,42.4272
49.587,21.5997
25.0302,34.6603
6.98762,7.19337
38.9635,12.8238
9.22008,32.7776
29.1134,27.7495
14.1869,43.4617
33.184,33.2012
48.2334,38.2802
18.7425,35.0629
31.492,18.6372
25.8438,25.0005
47.1907,30.1605
11.4983,5.17952
25.5386,21.406
42.6067,25.1257
38.0057,17.6369
9.78591,39.9934
19.8303,43.7494
47.8172,24.0504
26.527,26.9306
46.7999,35.7139
20.3923,29.9839
18.9151,18.6256
18.264,32.6577
48.6885,44.7561
46.2949,24.5323
19.7566,43.4856
49.6928,26.2549
43.6651,25.2314
42.661,36.2719
45.3571,30.6667
48.9088,5.14301
20.6601,18.7391
43.8924,18.4772
37.7895,20.4194
40.4079,34.5893
6.13325,10.8001
14.5732,20.0484
24.4258,27.8372
47.7061,23.1143
22.5933,44.001
42.6466,37.3499
37.4866,42.3393
13.6048,31.1518
17.5708,6.26579
17.4236,12.9279
31.9325,16.3325
13.0709,47.5926
30.0716,6.96328
16.0698,17.861
22.3826,6.47767
47.4503,23.5159
12.2778,12.0235
38.5643,31.7036
34.8607,36.2704
49.8179,7.45397
30.2713,42.4644
39.8039,17.758
34.8038,48.4087
43.9097,47.3746
49.6745,11.3334
10.3025,31.607
22.6658,18.3734
29.1995,47.7374
20.3367,40.2694
15.5984,37.7193
41.747,13.0487
11.2352,49.0248
20.0722,44.7995
30.7284,49.9328
31.0698,30.5463
7.38682,11.3412
23.0107,42.1907
24.0991,7.81451
40.5994,18.0089
5.18909,40.2739
24.3422,10.4916
21.8809,42.008
23.8649,46.0804
39.7454,39.2016
36.3498,5.3438
26.9209,28.0968
13.3925,33.1561
27.1217,28.4647
27.9555,7.85008
28.3975,9.02538
33.3964,30.7843
15.3666,6.40713
22.975,34.4657
9.22164,13.5745
47.4746,9.41073
48.8484,21.8168
14.9023,20.7293
13.8248,33.7672
16.8097,48.5702
22.9688,48.1595
48.914,44.8897
26.2564,12.3065
28.0458,48.378
35.7712,6.00131
6.2281,14.1687
10.0267,34.6245
39.9531,20.3933
36.0316,12.9281
49.859,40.2533
21.5026,47.3335
44.664,20.351
19.1503,9.56626
36.0802,27.9751
38.3335,47.89
26.5454,11.3023
46.0495,25.4594
6.19196,22.3058
32.766,29.2377
20.6839,18.5372
30.239,21.912
27.7059,35.2657
6.53644,17.659
5.65897,37.5681
25.5871,5.51794
27.8213,42.0897
47.8515,22.4853
12.4407,17.0018
27.0515,43.5209
39.9769,15.385
41.4109,16.5223
21.6873,37.4604
36.9817,22.8793
9.76621,19.7477
47.117,25.4501
33.2849,27.356
42.362,10.9908
12.6217,43.8985
23.6498,13.2807
31.4665,44.2369
13.7986,9.28782
36.3266,11.6501
26.7731,43.7672
23.6519,48.8246
37.2882,13.6288
14.2097,28.699
25.1511,30.897
16.1594,12.1328
48.7762,20.9256
26.8805,45.8932
41.3757,10.1654
23.2492,33.7377
16.1561,30.8709
27.6361,34.8059
39.1516,9.10266
29.0428,47.9503
13.3905,15.3693
9.60037,35.1636
9.13658,28.2522
33.9882,41.4247
36.881,43.1979
20.1238,12.0321
24.0949,31.2831
19.165,22.8711
47.2087,41.0454
18.7643,38.5844
46.2108,37.0135
22.3221,12.3669
17.8844,44.9582
42.1728,7.03604
49.0609,21.2156
49.9863,12.4513
31.5849,9.58667
42.6149,35.7215
32.8389,26.6031
27.1462,19.72
19.801,42.27
26.7521,38.8959
23.5531,40.9171
11.767,20.7618
31.9625,25.5312
9.34622,28.1733
12.5447,26.6683
35.5402,25.4291
21.6265,27.713
27.4652,20.6874
43.9286,27.4515
28.1387,25.5135
32.0382,20.7536
11.2349,14.8771
42.3568,33.3811
29.5971,12.1578
25.6511,6.34917
46.0537,44.2042
42.2662,7.82066
14.966,24.2287
28.3519,19.3122
47.4021,35.8966
40.9805,32.9423
11.3257,12.607
10.6553,33.7909
28.2944,49.5839
11.2424,6.43312
25.0974,38.2806
22.1867,31.3323
48.1576,14.5435
14.7134,27.7547
21.7013,35.3645
29.1039,17.755
29.5688,21.3701
20.5757,39.5348
40.5988,43.9276
8.84703,38.0009
29.8242,44.8276
20.9432,36.1499
7.43461,26.5985
19.9408,30.729
26.1823,26.1832
32.1621,46.2797
14.4638,49.3489
27.612,12.6214
13.8924,37.3254
35.3761,30.5937
22.69,14.4799
43.3487,47.2587
30.85,13.9244
36.7935,21.4489
7.85195,40.6406
9.44974,32.6761
35.4681,25.3929
18.826,37.9027
46.9914,33.7669
18.6318,23.1737
9.95009,45.7939
19.4534,19.4139
45.1428,42.0654
27.0353,9.03519
29.3909,12.4114
34.6289,47.0808
21.8913,27.9776
44.3396,47.7413
36.902,31.1331
19.1902,39.754
21.7736,23.6399
22.4301,7.24176
44.0328,36.2561
40.1445,41.0242
20.023,8.77626
14.1979,24.9731
49.5702,28.6513
39.387,44.7129
20.7167,16.4222
48.7481,45.1076
23.8336,33.377
42.1884,40.7249
11.3547,36.528
38.4662,43.2567
17.6611,7.65642
33.0107,34.4347
26.2963,5.44076
36.6765,20.3292
36.6969,26.821
11.3534,6.7199
30.5972,20.5513
26.693,30.1674
44.2026,16.0799
24.8803,14.9193
27.5022,23.6285
10.0269,46.3358
7.00552,47.2153
37.0607,13.3602
33.7433,25.5269
6.61687,46.4043
28.1833,34.6275
30.8391,49.4797
35.0683,17.5155
19.8088,21.7652
39.3365,26.1622
23.4851,19.9337
41.7134,45.1781
45.1011,35.916
11.258,19.9815
45.8353,33.7602
38.6099,5.86219
30.096,40.6155
48.0775,17.1566
48.9756,31.8208
37.6835,5.59251
28.2251,15.8668
35.22,9.06418
15.3465,20.2883
21.5797,30.1553
37.0535,10.9162
6.31748,10.5386
25.8499,43.0309
5.7167,20.951
28.9469,11.9747
35.9325,24.7822
40.7349,24.5424
25.6444,20.8309
15.1579,23.7219
32.9875,14.1335
5.54268,20.671
14.7261,28.7678
31.5379,44.9461
32.832,41.8844
15.2344,49.4117
22.0397,47.288
10.3279,23.3572
7.82659,31.1778
16.3881,8.54329
47.1288,40.335
15.518,33.0613
15.1172,6.25293
7.60376,35.7616
22.0838,17.7617
9.48351,5.07133
26.8952,10.0262
20.7424,36.6212
33.794,47.2802
31.5673,16.626
39.1646,41.8018
16.0377,11.2043
39.0898,21.3655
29.5615,41.9163
47.5433,40.9495
45.4596,44.6722
31.2845,10.9776
27.7335,41.4017
12.2306,30.3373
27.1633,29.3144
43.0989,31.6468
29.3857,19.9941
36.673,45.1281
6.61536,20.467
42.4083,33.1827
32.0929,31.5729
24.9845,43.1306
37.7772,14.0742
14.4961,17.3387
5.99059,12.0395
8.2882,46.4502
6.71163,34.5727
7.42787,29.4451
25.9744,14.6585
9.78238,48.1377
38.9728,47.8813
29.7845,18.3586
17.8754,16.4575
